age,credit_amount,treatment,default,pd_baseline
59,4537,1,0,0.11721158499029082
33,12749,1,0,0.18761203984557087
38,8971,1,0,0.15034111730567293
51,19513,0,0,0.07059144801670447
50,1072,0,0,0.18050195183509904
62,14991,0,0,0.04379835238430089
43,16063,0,0,0.1442358778003307
54,16159,0,0,0.10512167679000808
58,14151,1,0,0.056325059527236924
39,19565,1,0,0.054631881659093495
57,6531,0,0,0.02301012631577981
64,7931,0,0,0.03828391296224947
26,18718,0,1,0.04082940954175795
54,1847,0,0,0.02429682511145973
48,16618,0,0,0.08330940499030039
56,15064,1,0,0.055440730101844214
45,11982,0,1,0.18333885040146222
30,2861,0,0,0.12316566769233755
39,12417,1,0,0.09072479091976979
51,9052,0,0,0.118828929790768
60,2209,0,1,0.16775282435497102
24,14898,1,0,0.1069163842830043
29,16341,0,0,0.05301581426618131
31,11387,1,0,0.12828278255735198
47,3676,0,0,0.06551167827658151
21,7659,1,0,0.017676981270611007
62,11043,0,0,0.03205467653570384
52,10529,0,0,0.08867830315982757
60,12035,1,0,0.17164612993448575
21,5281,1,0,0.08744028772036189
33,16027,0,0,0.16677273786786262
40,1945,1,0,0.08799047977615325
54,19735,0,0,0.1058007517797675
49,8543,0,0,0.06428522329162889
39,16666,1,0,0.10177170434488458
34,1637,0,0,0.09665514331925183
35,13550,0,0,0.033269383244010735
37,19603,0,0,0.3228555460178958
51,19230,1,0,0.07389020082730793
59,9228,1,0,0.1301285549603342
41,7793,1,0,0.1486456144280221
60,17706,1,0,0.05375131073315919
34,12934,1,0,0.10695073211594698
58,19059,0,0,0.022835943757027567
21,5068,0,0,0.08203078169693784
53,9262,0,1,0.12668382530790617
62,6600,0,0,0.03348030982577116
33,8696,0,0,0.11900860256425985
50,17520,1,0,0.008702287414714252
24,17921,1,0,0.0681961201615704
58,12108,0,0,0.12279765107408196
42,1176,1,0,0.10266201701576229
39,9113,0,0,0.07649202471115431
61,10000,1,0,0.07137038333111251
61,14417,1,0,0.2301557769611184
30,5737,1,0,0.15557455735977951
63,11783,1,0,0.12218730549513
30,15178,0,1,0.17003523106927312
56,11607,0,0,0.05566158121172683
55,16816,1,0,0.08322650439814608
43,5425,1,0,0.04538220331222182
47,12590,1,0,0.06770907880584397
38,9384,1,0,0.09205317210272347
38,8435,1,0,0.0724943156037385
43,8772,1,0,0.09511117585382411
58,11322,1,0,0.10163163219549219
42,10505,0,1,0.17273946233651666
46,11695,0,0,0.08198230160975102
52,19222,1,0,0.0584422951539824
61,12885,0,0,0.045646459554730685
58,11163,1,0,0.19620437572082242
37,18482,0,0,0.09689368584697948
58,5139,0,0,0.07846990222431763
40,5357,1,0,0.1446795295454097
25,2770,0,0,0.0421788265058199
24,4430,0,0,0.16212376094470227
30,2022,1,0,0.07176850938833436
37,4209,1,0,0.13113600014940247
38,13287,1,0,0.066839700417577
28,14096,0,1,0.08840135353581867
28,13130,1,0,0.11421079703218578
22,18145,1,0,0.09331134908781241
61,17221,0,0,0.1014916667192167
32,6872,1,0,0.03531802805822172
49,4200,0,0,0.11178766018040355
42,8703,0,0,0.11528093931010171
36,18585,1,0,0.06199435410053475
31,19379,0,0,0.15116841886281818
23,4493,0,0,0.07761705782792168
25,3332,1,0,0.048983657762289065
50,14883,1,0,0.09253543231082405
40,17651,1,0,0.039687656720389916
63,19028,1,0,0.09939106031986847
27,19206,0,0,0.10355064991976104
61,6014,1,0,0.011676500612397932
24,16090,0,0,0.10136904978938133
53,13642,1,0,0.07076083381481589
63,7059,1,0,0.05417507459008448
27,811,1,0,0.08797889640132207
41,13244,0,0,0.027350023678411488
61,7548,0,0,0.04825853187552718
56,6182,0,1,0.17805384196678728
30,686,0,0,0.03354089297966483
28,2856,1,0,0.0667912554782857
35,4207,0,0,0.051527642636630684
41,2593,1,0,0.08697731459000177
33,19023,0,0,0.05205578278958851
24,682,0,0,0.07275503802915166
42,8079,1,0,0.05611473906270473
39,19577,1,0,0.15502664563483823
34,2792,1,0,0.10141187761649524
57,13274,1,0,0.02470611354496919
33,5378,1,0,0.022792951856826244
60,6764,0,0,0.02677870027284713
21,9161,1,0,0.1309514321784312
43,11792,0,0,0.03386678276953977
62,15337,0,0,0.07418716750462288
33,12571,1,0,0.0950799091216547
49,900,0,0,0.11088314634579233
53,4067,1,0,0.01064830736098558
36,12736,0,0,0.022281239622322868
49,6132,1,0,0.08405845252269653
49,1666,0,0,0.06305927614597558
41,11171,0,0,0.05928294997848005
37,6681,0,0,0.039538708232651223
41,16875,0,0,0.17411993980838736
27,17847,1,0,0.01781550654444984
42,3026,1,0,0.00748271999166539
35,15654,1,0,0.08604504346722797
35,17237,0,1,0.07169618710921934
31,12991,0,1,0.16089857113006054
43,12375,1,0,0.07325449041933257
21,9547,0,0,0.11463864080914252
23,10048,0,0,0.062472711393215724
30,2039,1,0,0.15114165476581212
46,3306,0,0,0.03552179142703122
32,13838,0,0,0.11509437675088534
42,11223,0,0,0.04518872410847279
27,3892,0,0,0.01736830542907466
39,7395,1,0,0.08913970154416913
40,13102,0,1,0.10448030281956229
35,4184,0,0,0.023099386495139422
23,4609,1,0,0.07208648052418187
48,17659,0,0,0.016794595393963278
29,9431,1,0,0.06981393545451821
42,9481,1,0,0.019641616667077533
52,1930,1,0,0.008742912353355713
25,2055,1,0,0.02480322635081552
50,13164,1,0,0.014961449207130302
37,6391,1,0,0.13134954258632917
43,5953,1,0,0.09713860097169905
24,4039,0,0,0.01705369591213498
42,15192,0,0,0.15617724207681774
37,18815,0,0,0.05281224165234816
28,5580,1,0,0.021088423718264443
44,5239,1,0,0.19648763332204436
49,15703,0,0,0.018827124836710927
38,10374,0,0,0.055267287434288506
48,15986,0,0,0.05440320414172406
36,15037,1,0,0.09755582162564275
57,16013,1,1,0.06402339700367486
33,3590,0,0,0.052168985545411536
56,10935,1,0,0.2346576061353604
37,9031,1,0,0.02838932873093465
45,17403,1,0,0.08021528872895262
24,13238,1,0,0.13897979987218687
24,15027,0,0,0.14252282016129472
64,17698,0,0,0.025857945484080828
21,13965,0,0,0.13142022280758228
45,13255,0,0,0.13244387743513247
41,10831,1,0,0.04806365950185391
48,2061,0,0,0.023264688682021795
21,14555,1,0,0.09464839766639359
29,6770,0,0,0.034989064915478915
35,2904,1,0,0.1253527689004385
61,7343,0,1,0.2061486758960013
36,7266,0,0,0.030535568545245417
46,8071,0,0,0.014177094323173574
46,5961,1,1,0.15835942250928497
39,18861,1,0,0.00901986877303222
57,17729,0,0,0.0728701328935973
52,1196,0,0,0.00565107652535399
40,10185,1,0,0.04707011942839894
34,6392,0,0,0.02126239556812738
33,17052,1,0,0.1727570125513992
62,10102,1,0,0.05544547146424625
26,12867,1,0,0.05029961899606647
28,2184,0,0,0.10614775121033458
32,14406,1,0,0.19204245112528914
57,9928,1,0,0.002851712426163543
51,17566,1,0,0.10639303274677923
63,2589,1,0,0.07478012357155556
52,6407,1,0,0.09267842482542582
42,16836,0,0,0.09500423603896663
22,5064,0,0,0.022255230979740744
59,5766,1,0,0.09830016721503047
50,6393,0,0,0.06531062004406542
24,10698,1,0,0.009075340318849151
63,1564,0,0,0.07170728875557537
48,12557,1,0,0.14667588583427646
48,16289,1,0,0.0425141830497004
36,6461,0,0,0.208006835059418
35,3840,1,0,0.35502501682948556
37,7350,0,0,0.062374991978793544
23,13086,1,0,0.036764190946009405
40,10455,0,0,0.03815023528815075
23,12272,1,0,0.07324602846737024
47,16205,0,0,0.09227711767821636
30,18982,0,0,0.05944173168052731
48,9327,0,0,0.032613124537006544
37,15330,1,0,0.10249772481782915
33,10072,1,0,0.02471948735780841
27,3195,1,0,0.14172136242605987
37,12119,1,0,0.14606860122873755
24,19083,0,0,0.06390071514431202
31,8791,1,0,0.09782177592359813
41,11034,1,0,0.0649049337633693
48,14658,1,0,0.13129724350797703
41,16682,0,0,0.07366604766251979
25,595,0,0,0.03661989640976113
52,1611,1,0,0.05910090232436892
39,9918,0,0,0.09632680508822676
48,2681,0,0,0.11971628877492956
64,18498,1,0,0.03693328073981797
23,14239,0,1,0.07314628022975897
64,12510,0,0,0.10719292771080474
62,11883,1,0,0.05663009950543973
43,9984,0,0,0.12137196325049818
22,1469,1,0,0.045058360359074345
31,15554,0,0,0.15934620348643863
30,9824,1,0,0.10994515474059688
46,8163,0,0,0.15159347407240345
51,9014,1,0,0.019071900102202048
42,9611,0,0,0.08424902254100054
36,18861,1,0,0.036882267105623534
22,4305,0,0,0.05986769191335721
62,3952,1,0,0.1654053784163607
64,2921,1,0,0.0315980102967502
22,12605,0,0,0.12137241003432002
35,997,1,0,0.031868732021218066
64,15941,1,0,0.10902271498109664
38,14764,1,0,0.10524873857039585
48,14324,1,0,0.0732096960146399
43,9629,1,0,0.021462939348541023
48,8501,0,0,0.02714106922842173
59,18817,1,0,0.1366808222849863
37,16696,0,0,0.16937237432186464
56,3947,0,0,0.07486854951637198
41,5545,0,1,0.08045332989104377
30,5257,0,0,0.048759900364150704
24,9720,1,0,0.21548647286292705
52,12955,0,0,0.14280699894240503
47,4811,0,0,0.27039057242297104
59,1564,1,0,0.10455853290029765
31,8010,0,0,0.06273936452388738
52,10316,1,0,0.05717811648916607
22,13610,0,0,0.14330867308613207
27,2909,1,0,0.017207533551005124
47,13940,1,0,0.18464187597334392
44,3647,0,0,0.0738719701905442
47,6218,1,0,0.10054985767568574
57,10485,0,0,0.06536527932384031
57,2549,0,0,0.10752012814907363
29,11596,0,0,0.15587703090125538
29,1252,0,0,0.00466176219120195
44,4634,0,0,0.10332133147282674
63,11533,1,0,0.029522251788759807
50,5789,1,0,0.035758287947826636
27,8935,0,0,0.13458622397283002
48,6040,0,0,0.08169498177257564
35,10256,1,0,0.014452336686255906
25,3265,1,0,0.027383695249951486
52,3534,1,0,0.08459984600131665
33,19331,1,0,0.020231905995013684
55,6975,1,0,0.14392057999804478
45,13997,0,0,0.21515811762644804
40,665,1,0,0.03104754871556011
30,2661,0,0,0.04809421311019699
33,15858,0,0,0.0916181673362238
35,7464,0,0,0.023130247295358244
51,6353,0,0,0.027033476415714776
39,3865,1,0,0.020695976268735462
22,5695,0,0,0.03599676964714776
21,5070,1,0,0.11105675084374012
33,16048,0,0,0.1243323662535825
43,18819,0,1,0.14749373895952433
35,1180,0,0,0.09303225106730711
64,3166,0,0,0.07400780660356049
31,12733,1,0,0.13560561753901476
38,17656,0,0,0.12892702596626268
38,6678,1,0,0.12693629267046666
33,16915,0,0,0.05940964300478428
59,588,1,0,0.06166253181036082
32,15001,1,0,0.05022234476596358
21,18891,1,0,0.09064928939070674
43,10186,1,0,0.05568861151921574
48,11893,0,0,0.03626914265190231
41,5538,0,0,0.03836476805578809
39,15811,0,0,0.0579709047671359
58,16704,1,0,0.05815913524564588
37,16747,1,0,0.13957453181073468
49,16764,0,0,0.18751731206083297
57,2007,0,0,0.058336651112879806
38,10743,1,0,0.0818332880538894
44,10430,0,0,0.06947923952717086
37,1428,1,0,0.03639593632016741
48,16121,0,0,0.07462106195391176
45,4262,1,0,0.039135186651856176
58,8785,0,0,0.16228683264023414
32,1593,0,1,0.10047803464882973
28,15890,0,0,0.03389354297612165
39,4006,1,0,0.09267478152385156
47,10572,1,0,0.015747360898242847
33,10414,1,0,0.028555390946125463
64,2369,1,0,0.045429761208641534
43,17156,0,0,0.07932157490004046
56,627,0,0,0.09467299232726813
45,13238,0,0,0.00792715367648144
38,3856,0,0,0.11553584837362912
58,12217,1,0,0.0383688079446259
27,4902,0,0,0.05403461831771675
32,15085,0,0,0.09730922065713311
54,11497,0,0,0.03605877364043306
60,12978,1,0,0.057432528722974004
33,19748,1,0,0.08520869531977403
44,9146,0,0,0.08674657160185067
42,15298,1,0,0.09728877626724847
52,16399,0,0,0.034207274053321954
42,6828,1,0,0.08985608768325543
47,6548,1,0,0.09834823194912383
50,14266,1,1,0.055120022423705964
57,18598,0,0,0.08014988687519196
27,792,1,0,0.07210744103106759
50,2765,0,1,0.09379026123092572
28,3793,0,0,0.11399118369551567
21,12934,0,0,0.038084127783308365
52,8701,0,0,0.1251422894875644
38,10260,1,0,0.04542176899741186
52,6682,1,0,0.016320782214017837
62,8802,0,0,0.08970549394543335
26,15606,0,0,0.01400725661647122
40,8879,1,0,0.016962717247669422
25,8160,1,0,0.06502166914963525
57,1323,1,0,0.08308928391673429
64,7876,0,0,0.07573012333562212
59,15154,0,0,0.10569095930796167
64,3174,1,0,0.041391922998061395
35,7370,0,0,0.15080503473936743
33,6062,0,0,0.07784697572755683
58,9794,0,0,0.10043729502705827
49,16516,0,0,0.03624993733736944
37,17028,0,0,0.08008329946757611
30,7983,0,0,0.034864768425670205
22,11753,1,0,0.15153559273556985
22,16443,1,0,0.0017084733413862397
51,17103,1,0,0.021352254310807502
32,12249,1,0,0.052591689547226705
57,3173,1,0,0.10767936032780588
58,7846,0,1,0.08821400470430914
40,5995,1,0,0.18565055793395693
34,13760,1,0,0.0937457079286342
28,4944,0,0,0.036161672751777556
32,1169,1,1,0.11297951722151924
48,17783,1,0,0.139457264003732
54,2654,1,0,0.13132331788255105
53,15740,0,0,0.08619368861817238
63,19121,1,0,0.09644235805907149
49,16764,1,0,0.07294977291422072
43,10030,1,0,0.04062963305504842
36,11589,1,1,0.3477319426406956
35,14499,0,0,0.0316531320357636
37,4804,0,0,0.06806929430426534
59,8748,0,0,0.018492679873782746
45,7851,1,0,0.04714885625026329
30,5824,0,0,0.13386669440958632
29,11230,0,1,0.2644360459497343
22,8693,1,0,0.026543132372635836
58,870,1,0,0.11968260101211226
30,2275,0,0,0.09577246172714428
25,12973,0,0,0.03462672074946641
33,11255,0,1,0.09087100661788382
42,17169,0,0,0.10475421286259695
63,1931,1,0,0.17970973397375886
58,6849,1,0,0.052459487176466785
28,8055,0,0,0.22598654735966933
44,13755,0,0,0.057512855793383486
57,9016,0,0,0.09480621303176405
54,9929,0,0,0.024978082393877995
41,18449,1,0,0.06251084079463437
31,577,1,0,0.047002911710969514
55,17916,1,1,0.05373630074222435
40,6037,1,0,0.23922908125458894
31,1286,0,0,0.06929744321166208
52,10793,0,0,0.056544282549929194
59,4634,1,0,0.09034278013551976
60,14635,0,0,0.019724719438249282
62,15308,0,0,0.054319704863648996
49,8339,0,0,0.05773789939531581
54,15720,1,0,0.1358779411560861
31,4131,0,0,0.07717846393593225
35,7053,0,0,0.03875227652162571
27,1690,1,0,0.2650209623711936
24,13013,0,0,0.10922172796153522
58,14436,1,0,0.06644287386390833
41,15373,0,1,0.13216506756413018
45,7618,1,0,0.05629002434207682
24,16838,1,0,0.11822816269181964
29,13118,0,0,0.02983957563485379
24,11718,1,0,0.06690445531807068
42,4824,1,1,0.059141550538460305
46,16913,0,0,0.09935059854593624
26,15216,0,0,0.11947402959756971
52,17575,0,0,0.09502920886356318
25,7215,1,0,0.04874714814459721
57,11252,0,0,0.03601964664680166
61,1521,1,0,0.07688083441024143
49,12178,0,0,0.03724355828605254
44,10449,1,0,0.02127959352908007
53,16467,1,0,0.0578587649763643
31,14763,0,0,0.11604876521407598
61,19813,1,0,0.04323310012924585
59,18683,0,0,0.03829607405574005
51,3772,0,0,0.06658444311408762
64,19431,1,0,0.054007461613704844
34,1086,1,0,0.07788226620905112
59,9400,0,0,0.08517384227108978
22,18688,1,0,0.02140669005638297
53,12431,0,0,0.0432100435497021
33,19842,0,0,0.02862620708243433
63,11365,1,0,0.1416425649784705
45,13790,0,0,0.02340858473200174
29,10904,1,0,0.10369333103252419
34,18579,1,0,0.07027217466616101
59,2733,0,0,0.013062186930554016
56,8093,0,0,0.01664983697490486
36,13581,0,0,0.02162841073659679
32,10117,1,0,0.09466381337407932
22,19322,1,0,0.08665567402709674
26,11854,0,0,0.03333198917609437
22,2972,0,0,0.029295082940637134
35,12462,1,0,0.2712036244916627
29,6581,1,0,0.2853806248370768
21,9661,1,0,0.048758495923306326
55,2002,1,0,0.17033638239810317
59,17449,0,1,0.14564524704430384
60,8354,1,0,0.015472071939210028
57,16221,0,0,0.16617678737236574
26,9892,1,0,0.028123738476212874
28,18994,1,0,0.08125234643344198
58,7481,1,0,0.02321931714147298
21,2575,1,0,0.04159000670971667
54,9793,1,0,0.09746011762513307
26,1168,1,0,0.09297459307778827
23,16157,0,0,0.09257726781982917
55,18418,1,0,0.1448786848942364
53,4671,1,0,0.046529844920834756
24,1531,0,1,0.10827144133714636
22,15280,0,0,0.009147718169516176
59,13934,1,0,0.1733594124746785
32,15969,1,0,0.19191543098163205
63,11602,1,0,0.13449170108970807
44,11832,0,0,0.16868927091011482
64,5791,0,1,0.12287063493068968
61,6648,0,0,0.06010091822223592
48,12808,0,0,0.1496508242418926
25,18761,1,0,0.016596981550404944
60,6532,0,0,0.044663651373975335
36,7596,0,0,0.028677804570412597
32,11986,1,0,0.03679020016657843
46,1473,0,0,0.11378404063828562
36,13232,0,0,0.0717033678259734
53,3153,1,0,0.07797456782696532
32,13822,0,0,0.06310176279889498
61,17886,1,0,0.024934049620953504
25,18367,0,1,0.12741172402383627
41,3424,1,0,0.056531594742150984
63,12146,1,0,0.18132994738291744
57,9224,1,0,0.10588196248108614
57,10060,0,0,0.06191934982921171
48,13993,0,0,0.06130877389370737
46,19821,0,0,0.18203101040595857
29,11686,1,0,0.16648179610854785
34,11310,0,0,0.10665230893401563
46,13240,0,0,0.03851620075686426
34,10350,1,0,0.19292557405726746
34,7301,0,0,0.00919899930913302
50,16554,0,0,0.0565518744146975
51,13413,0,0,0.0504405316790389
42,11523,1,0,0.03219621313051188
33,677,1,0,0.10209756900619998
28,5870,1,0,0.05820367120616641
32,5633,0,1,0.10635231207560804
35,13167,0,0,0.06494683342126617
62,2910,0,0,0.06618554530039653
35,7947,1,0,0.08663961198360087
60,9377,1,0,0.1190508642790635
44,14942,1,1,0.14821603012583864
40,3343,1,0,0.019436250384754366
32,12316,0,1,0.008659219865206074
54,11173,1,0,0.044280709517759344
58,14913,1,0,0.03911744004480416
64,4022,0,0,0.0430418057118548
57,12195,0,0,0.07190786949388928
24,8578,0,0,0.17481080464413676
59,5555,0,0,0.0058507378712141685
47,1947,1,0,0.029116701212890922
43,7924,0,0,0.06681349456951265
32,9079,1,0,0.011163066260704853
43,1492,0,1,0.2263616292953959
56,16255,0,0,0.35129354194201934
46,13975,1,0,0.0265746924501474
25,6679,1,0,0.0354818561330175
54,1417,0,0,0.07706423224995053
55,14273,0,0,0.134135036827291
50,966,0,0,0.08446477731082314
29,8806,0,0,0.16773137823785053
33,4537,1,0,0.24468781656385913
41,5067,0,0,0.08202952316538048
59,15225,1,0,0.09032203451035345
56,6417,1,0,0.025111332065223327
25,5289,0,0,0.02571042188484026
23,6400,1,0,0.057512955424340574
23,3403,0,0,0.06043850427219126
61,14976,0,1,0.1170646542181754
59,10161,1,0,0.05184763315411563
30,4418,1,0,0.025074136045905415
61,6506,0,0,0.0483429989336623
43,19566,0,0,0.08371361406111433
34,11775,1,0,0.20218134926211653
53,13905,0,0,0.13256464787749211
24,17202,1,0,0.18289488226308148
26,8322,1,0,0.05938369482254184
32,7290,1,0,0.051621830908509504
47,19961,0,0,0.028992851449473195
57,11543,1,0,0.11766960126005645
43,4715,1,0,0.0272319298688658
40,17237,1,0,0.09407691334224279
46,15376,1,0,0.031244873943594497
21,8313,0,0,0.10547772598156395
50,5783,1,1,0.1826672505702073
56,13308,1,0,0.045277244483317915
39,11099,1,0,0.01520771337018686
49,5114,1,1,0.1806999425324539
34,1561,1,0,0.07226050662749044
62,16472,1,0,0.09155026252516581
29,17005,0,0,0.06727585404429144
27,18177,0,0,0.0922740572283499
62,7639,1,0,0.03498555546057115
43,14230,1,0,0.02319743845689576
38,11897,0,0,0.14878142042324527
56,5692,0,0,0.016341924169387647
33,18582,1,0,0.051586579382349014
34,7052,0,1,0.07726791905447337
23,1089,1,0,0.08513000459188769
43,3730,1,0,0.20764570933188162
54,19376,0,0,0.08244210551339894
64,1840,1,0,0.14370735310180813
44,10740,0,1,0.19615866897353273
24,9963,0,0,0.11222905254822269
29,15724,1,0,0.07290114934312847
33,16511,1,0,0.03199376916112621
60,9724,1,0,0.01087617867424232
46,12818,1,0,0.146909479239423
62,16410,1,0,0.03182612585821995
58,16287,1,0,0.12559771720112234
59,17670,0,0,0.11180428031663747
33,14290,1,0,0.016380973536389207
45,7942,1,0,0.16695357642750122
23,11400,1,0,0.04177303867671446
37,14591,1,0,0.007993530282861875
34,6280,1,0,0.07591457356751541
28,19973,1,0,0.0346762492399592
23,9153,1,0,0.1048534790588063
37,15264,0,0,0.08807366080838579
24,10367,1,0,0.005864416981062839
47,19159,0,0,0.033560280854783436
33,13521,1,0,0.2517609856440003
30,14864,0,0,0.06791044932569834
25,15602,1,0,0.09064492576795784
41,6932,1,0,0.019745743985171992
28,7306,1,0,0.011230798028555061
46,16629,0,0,0.08099753195241714
64,9511,1,0,0.04500052495610009
53,13493,1,0,0.04552899421244039
26,10600,0,0,0.08773635180335455
25,1144,1,0,0.050458766098650784
59,9687,1,0,0.0848855464807283
59,3862,1,0,0.285167870484087
36,2193,1,0,0.14486733572427632
41,5594,0,0,0.033604098528568487
37,6207,0,0,0.01361382950620997
46,14999,0,0,0.1367385789134518
30,5416,0,0,0.005909958054225964
62,16044,1,0,0.018418853285854304
38,4598,1,0,0.12178523727426518
28,16624,0,0,0.158549159023778
34,10757,1,0,0.05179956303202467
59,1810,0,0,0.12527907260026164
33,2656,0,0,0.03729333240914276
56,1907,0,0,0.014094454654302844
54,8503,0,0,0.0849747424562957
64,6339,1,0,0.20248005043775377
27,1402,0,0,0.08515587159681885
38,13784,1,0,0.0944840937230275
58,17134,1,0,0.20567005039539946
26,16922,0,0,0.029114532697366472
22,3438,0,0,0.026556390235032843
21,17452,1,0,0.10938294853927286
24,8799,0,0,0.06791235973754549
55,4546,0,0,0.08084303904346299
36,3101,0,0,0.04917562143258687
27,15464,0,0,0.007067653055855126
51,5497,1,0,0.03878733456548018
34,12995,1,0,0.0345133775922985
27,11307,1,0,0.17229017391951287
64,18571,0,0,0.06944458695023423
46,14458,0,0,0.24103610094161856
40,15570,1,0,0.1888734580054029
61,10104,0,0,0.09438429477960597
31,10808,0,0,0.07605432684967459
46,3412,0,0,0.21575700114614632
54,15772,0,0,0.03720946826166953
21,15165,0,0,0.08849870345422088
32,6511,1,0,0.1449969285077317
25,3229,0,0,0.06209176364098671
44,15829,1,0,0.053823184420064764
50,15534,0,0,0.12443373669244302
27,15732,1,0,0.13729302562430695
27,1084,0,0,0.1997906290653783
41,17176,1,0,0.07365357161220565
38,7517,0,0,0.0977279563868068
25,5226,1,0,0.13260120023868419
50,10763,1,0,0.10936996204841372
55,17055,0,0,0.0923525388797062
39,16392,0,0,0.09166646813192451
37,3796,1,0,0.040056987635878456
28,19540,0,0,0.025763918559079134
35,15552,1,0,0.16158475014134666
43,18693,1,1,0.13143868005585554
64,18633,1,0,0.08148637081518553
29,10745,1,0,0.04388241370219497
57,1198,0,0,0.11916566633091333
43,1911,1,0,0.2437122451589411
45,12707,1,0,0.008562105487234616
34,2275,1,0,0.055700343610881324
62,13362,0,0,0.02691831461414447
23,2514,0,0,0.025547655732998713
30,16395,1,0,0.14991220472717925
34,5710,1,0,0.13715511116633253
46,2505,0,0,0.04887041472640823
39,7133,1,0,0.018450180939240734
61,18233,1,0,0.0938927497212508
29,11262,0,0,0.1237758093698514
46,19878,0,0,0.053880845005223735
42,5537,1,0,0.08946634093517933
34,13606,0,0,0.0616144290508197
22,4141,1,0,0.16454690601294408
56,8883,0,0,0.1341297887062807
29,7844,1,0,0.1460268853578192
27,12882,1,0,0.13310098333393983
46,13629,0,0,0.20529753176770685
27,1566,0,0,0.09595996465452221
49,14060,0,0,0.07018784966348475
53,15184,1,0,0.06926903180757485
31,7943,0,0,0.05786345361302679
24,1864,1,0,0.22464640396660035
25,8736,0,0,0.08133508834013249
23,6790,1,0,0.13200462945506375
42,15952,0,0,0.056351006557321344
37,3218,0,0,0.14469629168921322
55,6289,0,1,0.09504576141405276
38,14657,0,0,0.052499245102864224
49,18839,1,1,0.1547821062975849
41,12091,1,0,0.02248143817130735
39,544,0,0,0.027282338534832015
53,14134,1,0,0.1577007029729574
43,1110,0,0,0.050014937726811544
46,1759,0,1,0.10469374602997442
40,13520,0,0,0.032250891502486695
52,7722,0,0,0.03128557822696411
34,1028,0,0,0.05652222076275127
23,8420,0,0,0.033002583076251535
39,7897,1,0,0.033803004744882674
34,12246,0,0,0.07577867521121033
60,18907,1,0,0.187936501879656
63,2495,1,0,0.06006913306612883
30,13482,1,0,0.03368854160359876
39,13121,0,1,0.08961435599847942
40,19549,0,0,0.08894539744682665
30,8196,1,0,0.08254662485748494
21,3655,1,0,0.047830155126571204
64,18165,0,0,0.06941403577796486
49,1477,1,0,0.12621021251519324
39,9271,0,0,0.08035806081759861
29,13244,0,0,0.018510825546109583
42,2490,1,0,0.1748802767826636
32,6287,1,0,0.11199137932455051
30,2516,1,1,0.048036806344121226
63,16988,0,0,0.05917515396834998
49,5458,0,0,0.16086817841685058
34,12265,1,0,0.033373239942568966
30,5176,0,0,0.08175930563514315
54,14029,1,0,0.13990045843819707
47,16035,0,0,0.07624432537164318
58,1284,1,0,0.07040380065054606
54,14586,1,0,0.04050044246078577
38,13386,0,0,0.09192947213613983
49,1995,1,0,0.08325147744610385
37,5655,0,0,0.013710424156227101
24,17102,1,0,0.1256113891224576
22,9147,1,0,0.1585477206763183
24,2374,1,0,0.1864372664931398
61,13017,0,0,0.04284021056340553
58,15819,1,0,0.06930420058286803
38,8947,1,0,0.1549701749777731
60,2676,0,0,0.0945170417208548
53,3042,1,0,0.052819915585493836
26,7838,0,0,0.2142092772579769
30,9942,0,0,0.02114723171506599
37,15143,1,0,0.16249586285171583
56,13785,0,0,0.04275332234159808
49,5445,1,0,0.10137958732417363
38,13951,0,0,0.058580682402244996
57,2709,1,0,0.1029927947181044
35,4092,1,0,0.09053731253092258
60,15850,1,0,0.07467650660667115
52,18068,0,0,0.08172017042811418
51,13974,1,0,0.08193117991413491
24,9398,0,0,0.05007318355934949
27,17879,1,0,0.06299430450780177
64,7391,0,0,0.1679453183544256
54,13010,1,0,0.04066983873859368
32,13869,1,0,0.05725116476121803
58,1942,1,1,0.11008438490217008
34,19201,1,0,0.15151024185110587
36,12953,0,0,0.16650284764381554
34,5194,1,0,0.039304427287364205
42,16538,1,0,0.08191278435536664
54,7930,1,0,0.12651030284234077
28,2131,0,0,0.11225697958575838
63,13675,1,0,0.036411355381346384
34,3146,1,0,0.022936406067117082
63,12140,0,0,0.029821520868472475
59,13712,1,0,0.11229111722507659
45,3560,0,0,0.08208516597629816
24,15930,0,0,0.0862832064529232
46,9414,1,0,0.021098319617963966
54,7386,0,0,0.2247188858260879
64,2484,0,0,0.09938882969120372
25,14837,0,0,0.08134550491209698
53,3704,0,0,0.08036476332813933
33,3763,0,0,0.0816781168152804
53,5678,0,0,0.041506294279808946
46,9158,0,0,0.0376145204823465
59,17642,0,0,0.10981060774840806
21,15085,1,0,0.0744082546484889
43,14887,1,0,0.10524733864437236
50,4380,1,0,0.1415990277212731
37,13137,1,0,0.14084332514126421
34,7303,1,0,0.13866853417610558
35,9741,1,0,0.09316259570738485
53,12766,0,0,0.13107940547903513
30,3749,1,0,0.19028557688310418
63,7246,0,0,0.057568641624253784
30,8208,0,0,0.03513207845356822
39,17546,1,0,0.15081860098492295
64,19359,1,0,0.16502245781733219
22,19156,1,0,0.019701867985473142
35,10789,1,0,0.06914452384534263
58,13024,0,0,0.0889730369386559
34,14466,0,0,0.16735307009909475
33,15756,1,0,0.0863097806989889
21,13690,0,0,0.04439008107480631
27,18180,0,0,0.176285270237541
29,7969,1,0,0.14504143321776714
59,14186,0,0,0.02066919137755037
45,12408,1,0,0.21313977492425012
